junction,timestamp,avg_speed,vehicle_count
Uhuru Highway - Haile Selassie,1/2/2025 4:30,54,119
Waiyaki Way - Westlands,1/2/2025 4:30,41,127
Ngong Road - Adams Arcade,1/2/2025 4:30,39,62
Jogoo Road - City Stadium,1/2/2025 4:30,49,94
Thika Road - Muthaiga,1/2/2025 4:45,62,86
Uhuru Highway - Haile Selassie,1/2/2025 4:45,66,91
Waiyaki Way - Westlands,1/2/2025 4:45,58,98
Ngong Road - Adams Arcade,1/2/2025 4:45,48,90
Jogoo Road - City Stadium,1/2/2025 4:45,51,103
Thika Road - Muthaiga,1/2/2025 5:00,70,99
Uhuru Highway - Haile Selassie,1/2/2025 5:00,60,112
Waiyaki Way - Westlands,1/2/2025 5:00,61,98
Ngong Road - Adams Arcade,1/2/2025 5:00,59,74
Jogoo Road - City Stadium,1/2/2025 5:00,36,94
Thika Road - Muthaiga,1/2/2025 5:15,54,91
Uhuru Highway - Haile Selassie,1/2/2025 5:15,49,122
Waiyaki Way - Westlands,1/2/2025 5:15,34,93
Ngong Road - Adams Arcade,1/2/2025 5:15,25,78
Jogoo Road - City Stadium,1/2/2025 5:15,54,71
Thika Road - Muthaiga,1/2/2025 5:30,63,101
Uhuru Highway - Haile Selassie,1/2/2025 5:30,54,95
Waiyaki Way - Westlands,1/2/2025 5:30,40,99
Ngong Road - Adams Arcade,1/2/2025 5:30,52,107
Jogoo Road - City Stadium,1/2/2025 5:30,48,91
Thika Road - Muthaiga,1/2/2025 5:45,43,93
Uhuru Highway - Haile Selassie,1/2/2025 5:45,49,106
Waiyaki Way - Westlands,1/2/2025 5:45,47,84
Ngong Road - Adams Arcade,1/2/2025 5:45,50,111
Jogoo Road - City Stadium,1/2/2025 5:45,52,86
Thika Road - Muthaiga,1/2/2025 6:00,67,110
Uhuru Highway - Haile Selassie,1/2/2025 6:00,49,110
Waiyaki Way - Westlands,1/2/2025 6:00,53,110
Ngong Road - Adams Arcade,1/2/2025 6:00,50,98
Jogoo Road - City Stadium,1/2/2025 6:00,43,110
Thika Road - Muthaiga,1/2/2025 6:15,61,109
Uhuru Highway - Haile Selassie,1/2/2025 6:15,49,141
Waiyaki Way - Westlands,1/2/2025 6:15,51,126
Ngong Road - Adams Arcade,1/2/2025 6:15,41,75
Jogoo Road - City Stadium,1/2/2025 6:15,51,90
Thika Road - Muthaiga,1/2/2025 6:30,55,97
Uhuru Highway - Haile Selassie,1/2/2025 6:30,72,109
Waiyaki Way - Westlands,1/2/2025 6:30,53,125
Ngong Road - Adams Arcade,1/2/2025 6:30,45,85
Jogoo Road - City Stadium,1/2/2025 6:30,39,104
Thika Road - Muthaiga,1/2/2025 6:45,46,86
Uhuru Highway - Haile Selassie,1/2/2025 6:45,60,115
Waiyaki Way - Westlands,1/2/2025 6:45,62,92
Ngong Road - Adams Arcade,1/2/2025 6:45,33,66
Jogoo Road - City Stadium,1/2/2025 6:45,56,98
Thika Road - Muthaiga,1/2/2025 7:00,33,169
Uhuru Highway - Haile Selassie,1/2/2025 7:00,34,192
Waiyaki Way - Westlands,1/2/2025 7:00,38,157
Ngong Road - Adams Arcade,1/2/2025 7:00,15,145
Jogoo Road - City Stadium,1/2/2025 7:00,41,174
Thika Road - Muthaiga,1/2/2025 7:15,40,134
Uhuru Highway - Haile Selassie,1/2/2025 7:15,36,183
Waiyaki Way - Westlands,1/2/2025 7:15,25,151
Ngong Road - Adams Arcade,1/2/2025 7:15,37,135
Jogoo Road - City Stadium,1/2/2025 7:15,27,160
Thika Road - Muthaiga,1/2/2025 7:30,14,155
Uhuru Highway - Haile Selassie,1/2/2025 7:30,20,193
Waiyaki Way - Westlands,1/2/2025 7:30,22,154
Ngong Road - Adams Arcade,1/2/2025 7:30,37,116
Jogoo Road - City Stadium,1/2/2025 7:30,32,144
Thika Road - Muthaiga,1/2/2025 7:45,41,143
Uhuru Highway - Haile Selassie,1/2/2025 7:45,24,177
Waiyaki Way - Westlands,1/2/2025 7:45,27,174
Ngong Road - Adams Arcade,1/2/2025 7:45,24,112
Jogoo Road - City Stadium,1/2/2025 7:45,36,174
Thika Road - Muthaiga,1/2/2025 8:00,34,138
Uhuru Highway - Haile Selassie,1/2/2025 8:00,50,171
Waiyaki Way - Westlands,1/2/2025 8:00,34,165
Ngong Road - Adams Arcade,1/2/2025 8:00,30,151
Jogoo Road - City Stadium,1/2/2025 8:00,28,148
Thika Road - Muthaiga,1/2/2025 8:15,37,142
Uhuru Highway - Haile Selassie,1/2/2025 8:15,34,186
Waiyaki Way - Westlands,1/2/2025 8:15,30,170
Ngong Road - Adams Arcade,1/2/2025 8:15,12,137
Jogoo Road - City Stadium,1/2/2025 8:15,32,165
Thika Road - Muthaiga,1/2/2025 8:30,14,158
Uhuru Highway - Haile Selassie,1/2/2025 8:30,33,207
Waiyaki Way - Westlands,1/2/2025 8:30,22,176
Ngong Road - Adams Arcade,1/2/2025 8:30,19,145
Jogoo Road - City Stadium,1/2/2025 8:30,45,142
Thika Road - Muthaiga,1/2/2025 8:45,39,141
Uhuru Highway - Haile Selassie,1/2/2025 8:45,38,189
Waiyaki Way - Westlands,1/2/2025 8:45,34,162
Ngong Road - Adams Arcade,1/2/2025 8:45,27,172
Jogoo Road - City Stadium,1/2/2025 8:45,38,155
Thika Road - Muthaiga,1/2/2025 9:00,46,160
Uhuru Highway - Haile Selassie,1/2/2025 9:00,25,185
Waiyaki Way - Westlands,1/2/2025 9:00,22,184
Ngong Road - Adams Arcade,1/2/2025 9:00,22,140
Jogoo Road - City Stadium,1/2/2025 9:00,32,151
Thika Road - Muthaiga,1/2/2025 9:15,40,148
Uhuru Highway - Haile Selassie,1/2/2025 9:15,38,200
Waiyaki Way - Westlands,1/2/2025 9:15,38,156
Ngong Road - Adams Arcade,1/2/2025 9:15,18,153
Jogoo Road - City Stadium,1/2/2025 9:15,35,160
Thika Road - Muthaiga,1/2/2025 9:30,48,139
Uhuru Highway - Haile Selassie,1/2/2025 9:30,35,173
Waiyaki Way - Westlands,1/2/2025 9:30,31,157
Ngong Road - Adams Arcade,1/2/2025 9:30,16,119
Jogoo Road - City Stadium,1/2/2025 9:30,23,175
Thika Road - Muthaiga,1/2/2025 9:45,20,129
Uhuru Highway - Haile Selassie,1/2/2025 9:45,23,166
Waiyaki Way - Westlands,1/2/2025 9:45,39,184
Ngong Road - Adams Arcade,1/2/2025 9:45,46,125
Jogoo Road - City Stadium,1/2/2025 9:45,27,166
Thika Road - Muthaiga,1/2/2025 10:00,78,52
Uhuru Highway - Haile Selassie,1/2/2025 10:00,41,89
Waiyaki Way - Westlands,1/2/2025 10:00,69,115
Ngong Road - Adams Arcade,1/2/2025 10:00,49,105
Jogoo Road - City Stadium,1/2/2025 10:00,54,103
Thika Road - Muthaiga,1/2/2025 10:15,62,101
Uhuru Highway - Haile Selassie,1/2/2025 10:15,54,111
Waiyaki Way - Westlands,1/2/2025 10:15,47,88
Ngong Road - Adams Arcade,1/2/2025 10:15,44,59
Jogoo Road - City Stadium,1/2/2025 10:15,39,80
Thika Road - Muthaiga,1/2/2025 10:30,71,92
Uhuru Highway - Haile Selassie,1/2/2025 10:30,42,123
Waiyaki Way - Westlands,1/2/2025 10:30,57,85
Ngong Road - Adams Arcade,1/2/2025 10:30,43,70
Jogoo Road - City Stadium,1/2/2025 10:30,40,103
Thika Road - Muthaiga,1/2/2025 10:45,49,91
Uhuru Highway - Haile Selassie,1/2/2025 10:45,57,100
Waiyaki Way - Westlands,1/2/2025 10:45,53,76
Ngong Road - Adams Arcade,1/2/2025 10:45,49,84
Jogoo Road - City Stadium,1/2/2025 10:45,58,98
Thika Road - Muthaiga,1/2/2025 11:00,56,91
Uhuru Highway - Haile Selassie,1/2/2025 11:00,59,111
Waiyaki Way - Westlands,1/2/2025 11:00,50,100
Ngong Road - Adams Arcade,1/2/2025 11:00,39,74
Jogoo Road - City Stadium,1/2/2025 11:00,61,73
Thika Road - Muthaiga,1/2/2025 11:15,54,71
Uhuru Highway - Haile Selassie,1/2/2025 11:15,62,99
Waiyaki Way - Westlands,1/2/2025 11:15,59,95
Ngong Road - Adams Arcade,1/2/2025 11:15,47,74
Jogoo Road - City Stadium,1/2/2025 11:15,65,82
Thika Road - Muthaiga,1/2/2025 11:30,62,72
Uhuru Highway - Haile Selassie,1/2/2025 11:30,58,119
Waiyaki Way - Westlands,1/2/2025 11:30,48,97
Ngong Road - Adams Arcade,1/2/2025 11:30,43,85
Jogoo Road - City Stadium,1/2/2025 11:30,65,109
Thika Road - Muthaiga,1/2/2025 11:45,49,81
Uhuru Highway - Haile Selassie,1/2/2025 11:45,75,108
Waiyaki Way - Westlands,1/2/2025 11:45,63,87
Ngong Road - Adams Arcade,1/2/2025 11:45,40,110
Jogoo Road - City Stadium,1/2/2025 11:45,61,103
Thika Road - Muthaiga,1/2/2025 12:00,58,84
Uhuru Highway - Haile Selassie,1/2/2025 12:00,46,101
Waiyaki Way - Westlands,1/2/2025 12:00,40,90
Ngong Road - Adams Arcade,1/2/2025 12:00,38,85
Jogoo Road - City Stadium,1/2/2025 12:00,35,98
Thika Road - Muthaiga,1/2/2025 12:15,66,94
Uhuru Highway - Haile Selassie,1/2/2025 12:15,57,80
Waiyaki Way - Westlands,1/2/2025 12:15,40,118
Ngong Road - Adams Arcade,1/2/2025 12:15,48,110
Jogoo Road - City Stadium,1/2/2025 12:15,47,84
Thika Road - Muthaiga,1/2/2025 12:30,60,98
Uhuru Highway - Haile Selassie,1/2/2025 12:30,47,118
Waiyaki Way - Westlands,1/2/2025 12:30,38,102
Ngong Road - Adams Arcade,1/2/2025 12:30,37,83
Jogoo Road - City Stadium,1/2/2025 12:30,57,83
Thika Road - Muthaiga,1/2/2025 12:45,64,106
Uhuru Highway - Haile Selassie,1/2/2025 12:45,52,93
Waiyaki Way - Westlands,1/2/2025 12:45,51,118
Ngong Road - Adams Arcade,1/2/2025 12:45,48,119
Jogoo Road - City Stadium,1/2/2025 12:45,45,97
Thika Road - Muthaiga,1/2/2025 13:00,58,92
Uhuru Highway - Haile Selassie,1/2/2025 13:00,62,120
Waiyaki Way - Westlands,1/2/2025 13:00,39,88
Ngong Road - Adams Arcade,1/2/2025 13:00,49,57
Jogoo Road - City Stadium,1/2/2025 13:00,30,78
Thika Road - Muthaiga,1/2/2025 13:15,79,95
Uhuru Highway - Haile Selassie,1/2/2025 13:15,61,109
Waiyaki Way - Westlands,1/2/2025 13:15,49,101
Ngong Road - Adams Arcade,1/2/2025 13:15,42,98
Jogoo Road - City Stadium,1/2/2025 13:15,50,99
Thika Road - Muthaiga,1/2/2025 13:30,67,79
Uhuru Highway - Haile Selassie,1/2/2025 13:30,48,107
Waiyaki Way - Westlands,1/2/2025 13:30,42,108
Ngong Road - Adams Arcade,1/2/2025 13:30,44,85
Jogoo Road - City Stadium,1/2/2025 13:30,51,111
Thika Road - Muthaiga,1/2/2025 13:45,66,89
Uhuru Highway - Haile Selassie,1/2/2025 13:45,59,130
Waiyaki Way - Westlands,1/2/2025 13:45,39,100
Ngong Road - Adams Arcade,1/2/2025 13:45,42,69
Jogoo Road - City Stadium,1/2/2025 13:45,46,85
Thika Road - Muthaiga,1/2/2025 14:00,64,90
Uhuru Highway - Haile Selassie,1/2/2025 14:00,58,108
Waiyaki Way - Westlands,1/2/2025 14:00,34,100
Ngong Road - Adams Arcade,1/2/2025 14:00,43,70
Jogoo Road - City Stadium,1/2/2025 14:00,52,76
Thika Road - Muthaiga,1/2/2025 14:15,69,112
Uhuru Highway - Haile Selassie,1/2/2025 14:15,66,106
Waiyaki Way - Westlands,1/2/2025 14:15,47,102
Ngong Road - Adams Arcade,1/2/2025 14:15,42,75
Jogoo Road - City Stadium,1/2/2025 14:15,49,89
Thika Road - Muthaiga,1/2/2025 14:30,60,92
Uhuru Highway - Haile Selassie,1/2/2025 14:30,64,116
Waiyaki Way - Westlands,1/2/2025 14:30,38,114
Ngong Road - Adams Arcade,1/2/2025 14:30,52,46
Jogoo Road - City Stadium,1/2/2025 14:30,46,74
Thika Road - Muthaiga,1/2/2025 14:45,45,72
Uhuru Highway - Haile Selassie,1/2/2025 14:45,61,118
Waiyaki Way - Westlands,1/2/2025 14:45,29,91
Ngong Road - Adams Arcade,1/2/2025 14:45,48,76
Jogoo Road - City Stadium,1/2/2025 14:45,49,72
Thika Road - Muthaiga,1/2/2025 15:00,64,89
Uhuru Highway - Haile Selassie,1/2/2025 15:00,47,111
Waiyaki Way - Westlands,1/2/2025 15:00,48,117
Ngong Road - Adams Arcade,1/2/2025 15:00,37,84
Jogoo Road - City Stadium,1/2/2025 15:00,40,88
Thika Road - Muthaiga,1/2/2025 15:15,73,87
Uhuru Highway - Haile Selassie,1/2/2025 15:15,42,89
Waiyaki Way - Westlands,1/2/2025 15:15,48,122
Ngong Road - Adams Arcade,1/2/2025 15:15,53,74
Jogoo Road - City Stadium,1/2/2025 15:15,62,85
Thika Road - Muthaiga,1/2/2025 15:30,56,100
Uhuru Highway - Haile Selassie,1/2/2025 15:30,50,142
Waiyaki Way - Westlands,1/2/2025 15:30,52,111
Ngong Road - Adams Arcade,1/2/2025 15:30,57,104
Jogoo Road - City Stadium,1/2/2025 15:30,41,95
Thika Road - Muthaiga,1/2/2025 15:45,54,96
Uhuru Highway - Haile Selassie,1/2/2025 15:45,56,140
Waiyaki Way - Westlands,1/2/2025 15:45,51,94
Ngong Road - Adams Arcade,1/2/2025 15:45,37,64
Jogoo Road - City Stadium,1/2/2025 15:45,42,113
Thika Road - Muthaiga,1/2/2025 16:00,41,128
Uhuru Highway - Haile Selassie,1/2/2025 16:00,40,193
Waiyaki Way - Westlands,1/2/2025 16:00,25,174
Ngong Road - Adams Arcade,1/2/2025 16:00,40,114
Jogoo Road - City Stadium,1/2/2025 16:00,27,147
Thika Road - Muthaiga,1/2/2025 16:15,41,163
Uhuru Highway - Haile Selassie,1/2/2025 16:15,51,182
Waiyaki Way - Westlands,1/2/2025 16:15,38,150
Ngong Road - Adams Arcade,1/2/2025 16:15,30,136
Jogoo Road - City Stadium,1/2/2025 16:15,34,174
Thika Road - Muthaiga,1/2/2025 16:30,46,152
Uhuru Highway - Haile Selassie,1/2/2025 16:30,27,170
Waiyaki Way - Westlands,1/2/2025 16:30,15,144
Ngong Road - Adams Arcade,1/2/2025 16:30,19,166
Jogoo Road - City Stadium,1/2/2025 16:30,27,148
Thika Road - Muthaiga,1/2/2025 16:45,44,148
Uhuru Highway - Haile Selassie,1/2/2025 16:45,29,188
Waiyaki Way - Westlands,1/2/2025 16:45,33,157
Ngong Road - Adams Arcade,1/2/2025 16:45,40,132
Jogoo Road - City Stadium,1/2/2025 16:45,35,159
Thika Road - Muthaiga,1/2/2025 17:00,46,153
Uhuru Highway - Haile Selassie,1/2/2025 17:00,24,178
Waiyaki Way - Westlands,1/2/2025 17:00,26,165
Ngong Road - Adams Arcade,1/2/2025 17:00,32,128
Jogoo Road - City Stadium,1/2/2025 17:00,30,170
Thika Road - Muthaiga,1/2/2025 17:15,51,148
Uhuru Highway - Haile Selassie,1/2/2025 17:15,55,179
Waiyaki Way - Westlands,1/2/2025 17:15,17,168
Ngong Road - Adams Arcade,1/2/2025 17:15,31,147
Jogoo Road - City Stadium,1/2/2025 17:15,35,171
Thika Road - Muthaiga,1/2/2025 17:30,27,141
Uhuru Highway - Haile Selassie,1/2/2025 17:30,27,172
Waiyaki Way - Westlands,1/2/2025 17:30,35,151
Ngong Road - Adams Arcade,1/2/2025 17:30,31,161
Jogoo Road - City Stadium,1/2/2025 17:30,33,134
Thika Road - Muthaiga,1/2/2025 17:45,32,161
Uhuru Highway - Haile Selassie,1/2/2025 17:45,34,173
Waiyaki Way - Westlands,1/2/2025 17:45,36,148
Ngong Road - Adams Arcade,1/2/2025 17:45,31,134
Jogoo Road - City Stadium,1/2/2025 17:45,26,138
Thika Road - Muthaiga,1/2/2025 18:00,34,154
Uhuru Highway - Haile Selassie,1/2/2025 18:00,31,201
Waiyaki Way - Westlands,1/2/2025 18:00,38,163
Ngong Road - Adams Arcade,1/2/2025 18:00,14,114
Jogoo Road - City Stadium,1/2/2025 18:00,40,129
Thika Road - Muthaiga,1/2/2025 18:15,57,135
Uhuru Highway - Haile Selassie,1/2/2025 18:15,35,167
Waiyaki Way - Westlands,1/2/2025 18:15,47,183
Ngong Road - Adams Arcade,1/2/2025 18:15,37,166
Jogoo Road - City Stadium,1/2/2025 18:15,34,167
Thika Road - Muthaiga,1/2/2025 18:30,33,155
Uhuru Highway - Haile Selassie,1/2/2025 18:30,34,163
Waiyaki Way - Westlands,1/2/2025 18:30,27,157
Ngong Road - Adams Arcade,1/2/2025 18:30,35,146
Jogoo Road - City Stadium,1/2/2025 18:30,41,153
Thika Road - Muthaiga,1/2/2025 18:45,35,126
Uhuru Highway - Haile Selassie,1/2/2025 18:45,19,165
Waiyaki Way - Westlands,1/2/2025 18:45,30,158
Ngong Road - Adams Arcade,1/2/2025 18:45,33,158
Jogoo Road - City Stadium,1/2/2025 18:45,44,136
Thika Road - Muthaiga,1/2/2025 19:00,42,162
Uhuru Highway - Haile Selassie,1/2/2025 19:00,26,172
Waiyaki Way - Westlands,1/2/2025 19:00,39,154
Ngong Road - Adams Arcade,1/2/2025 19:00,40,164
Jogoo Road - City Stadium,1/2/2025 19:00,21,144
Thika Road - Muthaiga,1/2/2025 19:15,23,146
Uhuru Highway - Haile Selassie,1/2/2025 19:15,33,180
Waiyaki Way - Westlands,1/2/2025 19:15,18,153
Ngong Road - Adams Arcade,1/2/2025 19:15,23,143
Jogoo Road - City Stadium,1/2/2025 19:15,7,134
Thika Road - Muthaiga,1/2/2025 19:30,51,143
Uhuru Highway - Haile Selassie,1/2/2025 19:30,30,200
Waiyaki Way - Westlands,1/2/2025 19:30,35,150
Ngong Road - Adams Arcade,1/2/2025 19:30,30,121
Jogoo Road - City Stadium,1/2/2025 19:30,39,163
Thika Road - Muthaiga,1/2/2025 19:45,35,142
Uhuru Highway - Haile Selassie,1/2/2025 19:45,27,162
Waiyaki Way - Westlands,1/2/2025 19:45,34,156
Ngong Road - Adams Arcade,1/2/2025 19:45,21,149
Jogoo Road - City Stadium,1/2/2025 19:45,27,174
Thika Road - Muthaiga,1/2/2025 20:00,54,89
Uhuru Highway - Haile Selassie,1/2/2025 20:00,62,73
Waiyaki Way - Westlands,1/2/2025 20:00,47,111
Ngong Road - Adams Arcade,1/2/2025 20:00,49,86
Jogoo Road - City Stadium,1/2/2025 20:00,43,71
Thika Road - Muthaiga,1/2/2025 20:15,49,101
Uhuru Highway - Haile Selassie,1/2/2025 20:15,44,114
Waiyaki Way - Westlands,1/2/2025 20:15,49,106
Ngong Road - Adams Arcade,1/2/2025 20:15,54,60
Jogoo Road - City Stadium,1/2/2025 20:15,41,83
Thika Road - Muthaiga,1/2/2025 20:30,69,93
Uhuru Highway - Haile Selassie,1/2/2025 20:30,55,94
Waiyaki Way - Westlands,1/2/2025 20:30,55,106
Ngong Road - Adams Arcade,1/2/2025 20:30,42,87
Jogoo Road - City Stadium,1/2/2025 20:30,48,82
Thika Road - Muthaiga,1/2/2025 20:45,36,73
Uhuru Highway - Haile Selassie,1/2/2025 20:45,62,116
Waiyaki Way - Westlands,1/2/2025 20:45,41,64
Ngong Road - Adams Arcade,1/2/2025 20:45,61,94
Jogoo Road - City Stadium,1/2/2025 20:45,42,95
Thika Road - Muthaiga,1/2/2025 21:00,70,87
Uhuru Highway - Haile Selassie,1/2/2025 21:00,48,100
Waiyaki Way - Westlands,1/2/2025 21:00,42,92
Ngong Road - Adams Arcade,1/2/2025 21:00,57,86
Jogoo Road - City Stadium,1/2/2025 21:00,45,99
Thika Road - Muthaiga,1/2/2025 21:15,47,85
Uhuru Highway - Haile Selassie,1/2/2025 21:15,54,123
Waiyaki Way - Westlands,1/2/2025 21:15,75,97
Ngong Road - Adams Arcade,1/2/2025 21:15,38,89
Jogoo Road - City Stadium,1/2/2025 21:15,57,88
Thika Road - Muthaiga,1/2/2025 21:30,48,91
Uhuru Highway - Haile Selassie,1/2/2025 21:30,49,123
Waiyaki Way - Westlands,1/2/2025 21:30,58,128
Ngong Road - Adams Arcade,1/2/2025 21:30,55,78
Jogoo Road - City Stadium,1/2/2025 21:30,54,96
Thika Road - Muthaiga,1/2/2025 21:45,53,97
Uhuru Highway - Haile Selassie,1/2/2025 21:45,63,100
Waiyaki Way - Westlands,1/2/2025 21:45,46,94
Ngong Road - Adams Arcade,1/2/2025 21:45,48,70
Jogoo Road - City Stadium,1/2/2025 21:45,39,125
Thika Road - Muthaiga,1/2/2025 22:00,71,90
Uhuru Highway - Haile Selassie,1/2/2025 22:00,58,108
Waiyaki Way - Westlands,1/2/2025 22:00,53,84
Ngong Road - Adams Arcade,1/2/2025 22:00,52,82
Jogoo Road - City Stadium,1/2/2025 22:00,68,112
Thika Road - Muthaiga,1/2/2025 22:15,62,98
Uhuru Highway - Haile Selassie,1/2/2025 22:15,52,112
Waiyaki Way - Westlands,1/2/2025 22:15,47,105
Ngong Road - Adams Arcade,1/2/2025 22:15,55,87
Jogoo Road - City Stadium,1/2/2025 22:15,57,79
Thika Road - Muthaiga,1/2/2025 22:30,59,109
Uhuru Highway - Haile Selassie,1/2/2025 22:30,50,78
Waiyaki Way - Westlands,1/2/2025 22:30,49,119
Ngong Road - Adams Arcade,1/2/2025 22:30,40,70
Jogoo Road - City Stadium,1/2/2025 22:30,52,107
Thika Road - Muthaiga,1/2/2025 22:45,57,86
Uhuru Highway - Haile Selassie,1/2/2025 22:45,47,104
Waiyaki Way - Westlands,1/2/2025 22:45,47,124
Ngong Road - Adams Arcade,1/2/2025 22:45,57,103
Jogoo Road - City Stadium,1/2/2025 22:45,44,109
Thika Road - Muthaiga,1/2/2025 23:00,59,96
Uhuru Highway - Haile Selassie,1/2/2025 23:00,57,96
Waiyaki Way - Westlands,1/2/2025 23:00,59,82
Ngong Road - Adams Arcade,1/2/2025 23:00,46,78
Jogoo Road - City Stadium,1/2/2025 23:00,45,99
Thika Road - Muthaiga,1/2/2025 23:15,56,98
Uhuru Highway - Haile Selassie,1/2/2025 23:15,44,123
Waiyaki Way - Westlands,1/2/2025 23:15,65,101
Ngong Road - Adams Arcade,1/2/2025 23:15,39,69
Jogoo Road - City Stadium,1/2/2025 23:15,49,102
Thika Road - Muthaiga,1/2/2025 23:30,63,95
Uhuru Highway - Haile Selassie,1/2/2025 23:30,63,119
Waiyaki Way - Westlands,1/2/2025 23:30,48,106
Ngong Road - Adams Arcade,1/2/2025 23:30,60,95
Jogoo Road - City Stadium,1/2/2025 23:30,40,93
Thika Road - Muthaiga,1/2/2025 23:45,59,106
Uhuru Highway - Haile Selassie,1/2/2025 23:45,61,77
Waiyaki Way - Westlands,1/2/2025 23:45,49,91
Ngong Road - Adams Arcade,1/2/2025 23:45,46,89
Jogoo Road - City Stadium,1/2/2025 23:45,44,105
Thika Road - Muthaiga,1/3/2025 0:00,57,97
Uhuru Highway - Haile Selassie,1/3/2025 0:00,59,121
Waiyaki Way - Westlands,1/3/2025 0:00,58,85
Ngong Road - Adams Arcade,1/3/2025 0:00,51,76
Jogoo Road - City Stadium,1/3/2025 0:00,62,100
Thika Road - Muthaiga,1/3/2025 0:15,57,86
Uhuru Highway - Haile Selassie,1/3/2025 0:15,52,109
Waiyaki Way - Westlands,1/3/2025 0:15,37,111
Ngong Road - Adams Arcade,1/3/2025 0:15,36,69
Jogoo Road - City Stadium,1/3/2025 0:15,61,109
Thika Road - Muthaiga,1/3/2025 0:30,58,88
Uhuru Highway - Haile Selassie,1/3/2025 0:30,64,111
Waiyaki Way - Westlands,1/3/2025 0:30,51,86
Ngong Road - Adams Arcade,1/3/2025 0:30,49,99
Jogoo Road - City Stadium,1/3/2025 0:30,56,97
Thika Road - Muthaiga,1/3/2025 0:45,65,49
Uhuru Highway - Haile Selassie,1/3/2025 0:45,40,100
Waiyaki Way - Westlands,1/3/2025 0:45,60,107
Ngong Road - Adams Arcade,1/3/2025 0:45,52,82
Jogoo Road - City Stadium,1/3/2025 0:45,58,119
Thika Road - Muthaiga,1/3/2025 1:00,65,114
Uhuru Highway - Haile Selassie,1/3/2025 1:00,42,111
Waiyaki Way - Westlands,1/3/2025 1:00,43,96
Ngong Road - Adams Arcade,1/3/2025 1:00,43,117
Jogoo Road - City Stadium,1/3/2025 1:00,52,96
Thika Road - Muthaiga,1/3/2025 1:15,73,90
Uhuru Highway - Haile Selassie,1/3/2025 1:15,56,100
Waiyaki Way - Westlands,1/3/2025 1:15,39,88
Ngong Road - Adams Arcade,1/3/2025 1:15,44,75
Jogoo Road - City Stadium,1/3/2025 1:15,42,88
Thika Road - Muthaiga,1/3/2025 1:30,59,68
Uhuru Highway - Haile Selassie,1/3/2025 1:30,61,87
Waiyaki Way - Westlands,1/3/2025 1:30,38,101
Ngong Road - Adams Arcade,1/3/2025 1:30,38,80
Jogoo Road - City Stadium,1/3/2025 1:30,58,99
Thika Road - Muthaiga,1/3/2025 1:45,60,61
Uhuru Highway - Haile Selassie,1/3/2025 1:45,60,107
Waiyaki Way - Westlands,1/3/2025 1:45,43,103
Ngong Road - Adams Arcade,1/3/2025 1:45,38,80
Jogoo Road - City Stadium,1/3/2025 1:45,48,111
Thika Road - Muthaiga,1/3/2025 2:00,59,118
Uhuru Highway - Haile Selassie,1/3/2025 2:00,42,99
Waiyaki Way - Westlands,1/3/2025 2:00,37,72
Ngong Road - Adams Arcade,1/3/2025 2:00,49,89
Jogoo Road - City Stadium,1/3/2025 2:00,55,71
Thika Road - Muthaiga,1/3/2025 2:15,61,82
Uhuru Highway - Haile Selassie,1/3/2025 2:15,62,134
Waiyaki Way - Westlands,1/3/2025 2:15,42,95
Ngong Road - Adams Arcade,1/3/2025 2:15,39,52
Jogoo Road - City Stadium,1/3/2025 2:15,40,91
Thika Road - Muthaiga,1/3/2025 2:30,60,88
Uhuru Highway - Haile Selassie,1/3/2025 2:30,49,106
Waiyaki Way - Westlands,1/3/2025 2:30,53,102
Ngong Road - Adams Arcade,1/3/2025 2:30,56,68
Jogoo Road - City Stadium,1/3/2025 2:30,48,93
Thika Road - Muthaiga,1/3/2025 2:45,61,100
Uhuru Highway - Haile Selassie,1/3/2025 2:45,57,124
Waiyaki Way - Westlands,1/3/2025 2:45,52,90
Ngong Road - Adams Arcade,1/3/2025 2:45,45,67
Jogoo Road - City Stadium,1/3/2025 2:45,46,94
Thika Road - Muthaiga,1/3/2025 3:00,44,88
Uhuru Highway - Haile Selassie,1/3/2025 3:00,55,101
Waiyaki Way - Westlands,1/3/2025 3:00,41,102
Ngong Road - Adams Arcade,1/3/2025 3:00,38,103
Jogoo Road - City Stadium,1/3/2025 3:00,51,109
Thika Road - Muthaiga,1/3/2025 3:15,74,80
Uhuru Highway - Haile Selassie,1/3/2025 3:15,62,92
Waiyaki Way - Westlands,1/3/2025 3:15,44,115
Ngong Road - Adams Arcade,1/3/2025 3:15,42,105
Jogoo Road - City Stadium,1/3/2025 3:15,50,99
Thika Road - Muthaiga,1/3/2025 3:30,66,87
Uhuru Highway - Haile Selassie,1/3/2025 3:30,41,121
Waiyaki Way - Westlands,1/3/2025 3:30,36,119
Ngong Road - Adams Arcade,1/3/2025 3:30,54,100
Jogoo Road - City Stadium,1/3/2025 3:30,44,78
Thika Road - Muthaiga,1/3/2025 3:45,58,73
Uhuru Highway - Haile Selassie,1/3/2025 3:45,61,105
Waiyaki Way - Westlands,1/3/2025 3:45,61,119
Ngong Road - Adams Arcade,1/3/2025 3:45,43,76
Jogoo Road - City Stadium,1/3/2025 3:45,41,69
Thika Road - Muthaiga,1/3/2025 4:00,72,104
Uhuru Highway - Haile Selassie,1/3/2025 4:00,50,91
Waiyaki Way - Westlands,1/3/2025 4:00,52,99
